"x","y","z","mx","my","mz"
0.3879,0,0,0.00032846,0.36661,0.93015
0.3888,0,0,0.00034928,0.36388,0.9312
0.3897,0,0,0.00037009,0.36114,0.93226
0.3906,0,0,0.0003909,0.35841,0.93332
0.3915,0,0,0.00037101,0.35564,0.93439
0.3924,0,0,0.0003435,0.35286,0.93547
0.3933,0,0,0.000316,0.35008,0.93655
0.3942,0,0,0.00028849,0.3473,0.93763
0.3951,0,0,0.00026098,0.34452,0.93871
0.396,0,0,0.000236,0.34175,0.93977
0.3969,0,0,0.00022641,0.33908,0.94068
0.3978,0,0,0.00021682,0.33641,0.94159
0.3987,0,0,0.00020724,0.33373,0.9425
0.3996,0,0,0.00019765,0.33106,0.94341
0.4005,0,0,0.00018806,0.32838,0.94432
0.4014,0,0,0.00017847,0.32571,0.94523
0.4023,0,0,0.00016889,0.32304,0.94614
0.4032,0,0,0.0001593,0.32036,0.94705
0.4041,0,0,0.00014971,0.31769,0.94796
0.405,0,0,0.00014012,0.31501,0.94887
0.4059,0,0,0.00013053,0.31234,0.94978
0.4068,0,0,0.00012095,0.30966,0.95069
0.4077,0,0,0.00011136,0.30699,0.9516
0.4086,0,0,1.8774e-05,0.3043,0.95252
0.4095,0,0,-6.0932e-05,0.30162,0.95341
0.4104,0,0,-6.8473e-05,0.29902,0.95419
0.4113,0,0,-7.6015e-05,0.29642,0.95498
0.4122,0,0,-6.0717e-05,0.29379,0.95575
0.4131,0,0,-3.0411e-05,0.29116,0.95653
0.414,0,0,-1.0374e-07,0.28853,0.9573
0.4149,0,0,3.0203e-05,0.2859,0.95808
0.4158,0,0,6.051e-05,0.28327,0.95885
0.4167,0,0,9.0817e-05,0.28064,0.95962
0.4176,0,0,0.00012112,0.27801,0.9604
0.4185,0,0,0.00015143,0.27537,0.96117
0.4194,0,0,0.00018174,0.27274,0.96195
0.4203,0,0,0.00021204,0.27011,0.96272
0.4212,0,0,0.00024235,0.26748,0.9635
0.4221,0,0,0.00025158,0.26489,0.96422
0.423,0,0,0.00023446,0.26235,0.96488
0.4239,0,0,0.00021734,0.25981,0.96554
0.4248,0,0,0.00020022,0.25727,0.9662
0.4257,0,0,0.0001831,0.25473,0.96686
0.4266,0,0,0.00016599,0.25219,0.96752
0.4275,0,0,0.00014887,0.24965,0.96818
0.4284,0,0,0.00013175,0.24711,0.96884
0.4293,0,0,0.00011463,0.24457,0.9695
0.4302,0,0,9.7514e-05,0.24203,0.97016
0.4311,0,0,8.0396e-05,0.23949,0.97082
0.432,0,0,6.3278e-05,0.23695,0.97148
0.4329,0,0,2.344e-05,0.23441,0.97213
0.4338,0,0,2.6895e-05,0.23192,0.97268
0.4347,0,0,3.1942e-05,0.22943,0.97322
0.4356,0,0,3.6989e-05,0.22694,0.97376
0.4365,0,0,4.2036e-05,0.22445,0.9743
0.4374,0,0,4.7083e-05,0.22196,0.97485
0.4383,0,0,5.213e-05,0.21948,0.97539
0.4392,0,0,5.7177e-05,0.21699,0.97593
0.4401,0,0,6.2224e-05,0.2145,0.97648
0.441,0,0,6.7271e-05,0.21201,0.97702
0.4419,0,0,7.2318e-05,0.20952,0.97756
0.4428,0,0,7.7365e-05,0.20703,0.97811
0.4437,0,0,8.2412e-05,0.20454,0.97865
0.4446,0,0,8.7459e-05,0.20205,0.97919
0.4455,0,0,9.2506e-05,0.19956,0.97974
0.4464,0,0,9.7553e-05,0.19707,0.98028
0.4473,0,0,0.0001026,0.19459,0.98082
0.4482,0,0,8.7775e-05,0.19215,0.98131
0.4491,0,0,6.1007e-05,0.18974,0.98176
0.45,0,0,3.4239e-05,0.18733,0.98221
0.4509,0,0,7.4714e-06,0.18492,0.98267
0.4518,0,0,-1.9296e-05,0.18251,0.98312
0.4527,0,0,-4.6064e-05,0.1801,0.98357
0.4536,0,0,-7.2832e-05,0.17769,0.98403
0.4545,0,0,-6.5234e-05,0.1753,0.98444
0.4554,0,0,-5.0266e-05,0.17292,0.98484
0.4563,0,0,-3.5299e-05,0.17054,0.98524
0.4572,0,0,-2.0332e-05,0.16816,0.98564
0.4581,0,0,-5.3642e-06,0.16577,0.98604
0.459,0,0,9.6032e-06,0.16339,0.98645
0.4599,0,0,2.4571e-05,0.16101,0.98685
0.4608,0,0,3.9538e-05,0.15863,0.98725
0.4617,0,0,5.4505e-05,0.15624,0.98765
0.4626,0,0,4.9904e-05,0.15386,0.98803
0.4635,0,0,3.9037e-05,0.15148,0.98841
0.4644,0,0,2.817e-05,0.1491,0.98878
0.4653,0,0,1.7302e-05,0.14672,0.98916
